codigo_ibge,ano,familias_beneficiarias,valor_total,valor_medio,valor_por_familia
241475,2023,778,5234754.0,673.83,673.32
241480,2023,1816,12706887.0,699.49,699.49
241490,2023,487,3193279.0,655.86,655.86
241500,2023,697,4816106.0,690.64,690.64
250010,2023,1904,12928051.0,680.31,678.93
250020,2023,1040,6567258.0,666.19,631.7
250030,2023,5448,37732024.0,693.02,692.44
250040,2023,3200,22203516.0,693.98,693.85
250050,2023,3010,20820260.0,695.08,691.92
250053,2023,1014,6885742.0,679.36,678.83
250057,2023,704,4926444.0,715.28,700.41
250060,2023,4674,31955701.0,683.98,683.77
250070,2023,3117,18595658.0,659.18,596.53
250073,2023,577,3874278.0,672.2,671.96
250077,2023,1982,13099882.0,667.06,661.12
250080,2023,5083,33759396.0,667.51,664.18
250090,2023,3279,21435002.0,655.73,653.89
250100,2023,2692,18606675.0,690.98,690.95
250110,2023,4098,27949613.0,682.08,682.08
250115,2023,503,3407596.0,678.05,678.05
250120,2023,1466,10112153.0,690.2,689.83
250130,2023,4986,32913295.0,673.9,660.39
250135,2023,1093,7555424.0,694.86,691.13
250140,2023,1983,13518325.0,707.12,681.71
250150,2023,3989,27404446.0,687.55,686.99
250153,2023,1023,6837943.0,673.28,668.65
250157,2023,1808,12136362.0,671.92,671.54
250160,2023,2993,19682346.0,662.8,657.66
250170,2023,1524,10111637.0,670.63,663.79
250180,2023,18922,126099430.0,668.18,666.48
250190,2023,3142,20920286.0,666.78,665.87
250200,2023,2072,12969559.0,655.98,629.55
250205,2023,619,4309496.0,700.55,696.09
250210,2023,1102,7148369.0,694.46,648.77
250215,2023,883,5949701.0,674.99,673.63
250220,2023,465,2906631.0,656.9,625.44
250230,2023,1020,6578106.0,652.06,645.17
250240,2023,2591,16476424.0,669.27,636.07
250250,2023,3781,25188292.0,689.34,666.18
250260,2023,1124,6688345.0,667.51,595.07
250270,2023,889,6203316.0,698.03,697.64
250280,2023,3189,21152610.0,665.13,663.33
250290,2023,1447,9301909.0,648.07,642.97
250300,2023,4809,33140182.0,692.13,689.46
250310,2023,860,5755968.0,678.91,669.23
250320,2023,11193,73316456.0,669.24,655.22
250330,2023,2056,13764849.0,675.01,669.76
250340,2023,1070,7114014.0,666.81,664.99
250350,2023,2881,19806483.0,691.12,687.41
250355,2023,2005,14392770.0,718.38,717.7
250360,2023,1559,10403585.0,668.25,667.36
250370,2023,13255,86170082.0,662.86,650.21
250375,2023,1027,6705712.0,674.58,653.41
250380,2023,1613,10794016.0,669.84,669.43
250390,2023,1472,9777273.0,677.82,664.43
250400,2023,35591,243851057.0,685.2,685.09
250403,2023,1878,13027928.0,694.12,693.86
250407,2023,874,5376764.0,665.03,614.55
250410,2023,581,3842804.0,666.76,661.13
250415,2023,1721,11685314.0,679.27,678.84
250420,2023,1242,8249885.0,666.26,664.51
250430,2023,6012,39013335.0,649.05,648.88
250435,2023,1094,7518880.0,687.91,687.16
250440,2023,3826,23631401.0,667.15,617.58
250450,2023,1324,8661283.0,679.65,654.15
250460,2023,5865,40240235.0,693.25,686.12
250470,2023,1309,8292393.0,658.13,633.75
250480,2023,3103,17006316.0,670.05,547.72
250485,2023,413,2690927.0,655.8,651.86
250490,2023,4780,32491297.0,680.55,679.94
250500,2023,1667,11216842.0,674.16,672.79
250510,2023,4509,29722441.0,661.0,659.14
250520,2023,1408,9707683.0,689.76,689.62
250523,2023,1705,11532299.0,677.45,677.03
250527,2023,1612,10942528.0,678.8,678.62
250530,2023,530,3149071.0,647.9,593.81
250535,2023,1164,7913439.0,680.08,679.72
250540,2023,2401,15857678.0,665.94,660.56
250550,2023,597,4067041.0,683.78,681.15
250560,2023,1376,8601619.0,669.77,625.14
250570,2023,2172,14935260.0,687.73,687.51
250580,2023,855,5734656.0,670.98,670.51
250590,2023,906,5797600.0,666.87,640.53
250600,2023,5555,37896162.0,682.85,682.22
250610,2023,2320,16305503.0,704.14,703.0
250620,2023,716,4555776.0,639.68,636.38
250625,2023,2010,14008598.0,697.25,697.04
250630,2023,8882,60018702.0,676.09,675.7
250640,2023,3218,21557518.0,669.93,669.86
250650,2023,767,5202014.0,678.63,678.63
250660,2023,1154,7065201.0,658.14,612.95
250670,2023,2228,15317024.0,687.62,687.37
250680,2023,5171,33954983.0,657.79,656.6
250690,2023,5678,37596286.0,663.67,662.3
250700,2023,3564,23826969.0,674.41,668.5
250710,2023,3336,23099827.0,694.91,692.36
250720,2023,2509,15925754.0,676.08,634.6
250730,2023,3700,25068714.0,677.96,677.64
250740,2023,1486,9308717.0,657.27,626.45
250750,2023,91292,614044351.0,673.37,672.63
250760,2023,2574,17319487.0,673.0,672.93
250770,2023,3050,21372435.0,709.06,700.27
250780,2023,1438,9664363.0,672.77,672.31
250790,2023,1985,13443456.0,677.39,677.39
250800,2023,1876,12454262.0,670.13,664.08
250810,2023,978,6441530.0,662.0,658.66
250820,2023,1820,12589449.0,692.25,692.1
250830,2023,4345,29545238.0,680.05,680.01
250840,2023,561,3805776.0,690.27,678.64
250850,2023,1483,10149079.0,686.91,684.21
250855,2023,965,6532689.0,677.76,676.78
250860,2023,2434,15757674.0,691.12,647.25
250870,2023,789,5257186.0,668.32,666.64
250880,2023,1127,7448727.0,685.46,660.6
250890,2023,9534,64600540.0,679.34,677.77
250900,2023,2590,16876970.0,671.83,652.26
250905,2023,2423,16594358.0,704.63,684.85
250910,2023,6240,41381283.0,668.85,663.3
250915,2023,1451,8367708.0,655.45,576.42
250920,2023,2938,19564326.0,666.21,665.99
250930,2023,1847,12804710.0,706.36,693.29
250933,2023,985,6840457.0,694.4,694.26
250937,2023,625,4143173.0,666.48,662.85
250939,2023,1678,11334736.0,676.58,675.59
250940,2023,3329,22398946.0,677.3,672.91
250950,2023,1219,8453743.0,693.8,693.69
250960,2023,938,6273395.0,677.12,669.11
250970,2023,7113,47543197.0,669.25,668.47
250980,2023,2038,13805932.0,678.88,677.66
250990,2023,1631,11025200.0,688.2,675.9
251000,2023,1510,9398241.0,665.52,622.37
251010,2023,2185,14780520.0,677.88,676.3
251020,2023,1252,8410262.0,683.86,671.9
251030,2023,675,4434377.0,656.94,656.84
251040,2023,1453,9951421.0,685.37,684.81
251050,2023,680,4502094.0,663.48,661.93
251060,2023,691,4569341.0,661.92,661.06
251065,2023,266,1790178.0,673.5,673.5
251070,2023,557,3748514.0,673.98,673.13
251080,2023,14412,97263233.0,675.96,674.77
251090,2023,2257,15074032.0,675.48,667.96
251100,2023,572,3628352.0,679.09,634.49
251110,2023,1346,9022230.0,670.75,670.6
251120,2023,6243,42312751.0,677.73,677.69
251130,2023,4421,27606895.0,644.33,624.42
251140,2023,3207,21577730.0,678.5,672.86
251150,2023,2508,17337391.0,692.46,691.33
251160,2023,2045,14255004.0,697.17,697.17
251170,2023,1618,10962459.0,678.07,677.6
251180,2023,1917,13198901.0,688.79,688.6
251190,2023,4783,30652574.0,669.39,640.89
251200,2023,3853,26995913.0,700.92,700.7
251203,2023,745,4839902.0,671.63,649.6
251207,2023,670,3817041.0,656.07,569.26
251210,2023,5437,35739114.0,666.63,657.41
251220,2023,864,5748520.0,665.36,665.13
251230,2023,3707,24358482.0,672.66,656.97
251240,2023,2428,16920322.0,696.95,696.78
251250,2023,9345,63051310.0,675.03,674.77
251260,2023,424,2822474.0,667.37,666.59
251270,2023,3672,25709100.0,702.21,700.15
251272,2023,1283,8753030.0,682.06,682.06
251274,2023,503,3392393.0,675.58,675.04
251275,2023,1193,7999087.0,670.96,670.41
251276,2023,1062,7207334.0,684.01,678.79
251278,2023,497,3359976.0,677.4,676.44
251280,2023,2487,15840132.0,647.29,637.1
251290,2023,6686,42882514.0,660.29,641.92
251300,2023,698,4789145.0,686.47,685.89
251310,2023,2302,15372108.0,680.46,667.78
251315,2023,1562,10793145.0,690.99,690.99
251320,2023,1103,7327921.0,667.04,664.38
251330,2023,1590,9469588.0,655.51,596.66
251335,2023,954,5450674.0,668.79,571.22
251340,2023,2733,18034550.0,663.2,659.86
251350,2023,892,5547153.0,671.14,622.37
251360,2023,1315,8824348.0,679.66,671.13
251365,2023,517,3435671.0,668.95,664.96
251370,2023,18650,127483333.0,686.7,683.43
251380,2023,1201,8013289.0,667.6,667.06
251385,2023,491,3212890.0,655.55,654.76
251390,2023,6117,40912983.0,669.27,668.89
251392,2023,782,5188395.0,680.36,663.34
251394,2023,468,3139247.0,674.73,670.43
251396,2023,495,3192012.0,656.65,645.06
251398,2023,562,3540989.0,660.54,630.1
251400,2023,994,6601222.0,664.35,664.16
251410,2023,1168,7721585.0,662.41,661.36
251420,2023,1590,10046522.0,662.91,632.06
251430,2023,1242,8102408.0,686.14,652.11
251440,2023,779,5275461.0,681.38,677.2
251445,2023,1388,9501799.0,685.26,684.81
251450,2023,3867,23822233.0,664.55,616.44
251455,2023,711,4728958.0,677.15,665.21
251460,2023,702,4757333.0,679.36,677.12
251465,2023,380,2398949.0,651.97,631.43
251470,2023,665,4332058.0,652.2,651.8
251480,2023,704,4699066.0,667.84,667.65
251490,2023,1399,9421223.0,675.1,673.53
251500,2023,1851,12399174.0,670.26,669.9
251510,2023,1763,11931956.0,676.91,676.72
251520,2023,612,4059768.0,672.31,663.46
251530,2023,12278,82326250.0,677.2,670.52
251540,2023,2541,17387906.0,684.57,684.28
251550,2023,3249,21356394.0,660.6,657.54
251560,2023,438,3050746.0,696.27,695.95
251570,2023,672,4286204.0,671.57,638.28
251580,2023,1828,11985613.0,656.5,655.86
251590,2023,1326,8967703.0,676.08,676.08
251593,2023,699,4800743.0,687.73,686.44
251597,2023,2073,14052729.0,680.48,677.96
251600,2023,5161,34742418.0,679.84,673.33
251610,2023,2585,17312122.0,681.09,669.62
251615,2023,1017,6805104.0,678.74,669.38
251620,2023,15240,99777685.0,662.48,654.74
251630,2023,3912,25510305.0,655.05,652.17
251640,2023,1889,12714762.0,673.25,673.07
251650,2023,3378,22931795.0,680.29,678.92
251660,2023,2933,19967561.0,683.03,680.73
251670,2023,4215,28435933.0,677.23,674.74
251675,2023,766,5145331.0,672.49,672.22
251680,2023,1960,11578277.0,663.7,590.96
251690,2023,2390,15702894.0,677.0,657.0
251700,2023,1886,12858819.0,682.04,681.65
251710,2023,423,2796851.0,664.54,661.64
251720,2023,897,5901844.0,666.06,657.9
251740,2023,452,3108201.0,687.96,687.96
260005,2023,21249,140367844.0,660.82,660.74
260010,2023,6614,44595297.0,674.3,674.14
260020,2023,4983,33009647.0,663.12,662.52
260030,2023,6567,43618031.0,664.26,664.22
260040,2023,5318,35953225.0,676.1,675.99
260050,2023,12302,85393801.0,694.85,694.23
260060,2023,3100,20948604.0,675.85,675.85
260070,2023,9263,61934536.0,668.67,668.67
260080,2023,5624,36866610.0,655.65,655.64
260090,2023,4365,29389081.0,673.35,673.25
260100,2023,2610,17634620.0,675.66,675.66
260105,2023,4225,29030815.0,687.1,687.04
260110,2023,17691,122558168.0,692.89,692.85
260120,2023,11850,81107711.0,684.73,684.32
260130,2023,2619,17458769.0,666.87,666.72
260140,2023,10505,70338812.0,669.88,669.74
260150,2023,3227,21451679.0,665.46,664.95
260160,2023,6277,41778820.0,672.33,665.72
260170,2023,16445,109558581.0,666.53,666.34
260180,2023,2917,19737720.0,677.99,676.66
260190,2023,17605,113903922.0,647.12,647.06
260200,2023,8940,60976730.0,683.39,682.89
260210,2023,8749,60350678.0,689.8,689.77
260220,2023,10892,71333492.0,655.09,655.08
260230,2023,10545,70706625.0,670.74,670.71
260240,2023,2208,15340837.0,694.82,694.82
260250,2023,1841,12194095.0,662.46,662.39
260260,2023,11252,76449372.0,680.21,679.47
260270,2023,4134,27645743.0,668.86,668.86
260280,2023,11634,81126908.0,697.79,697.47
260290,2023,31031,207605222.0,669.2,669.02
260300,2023,9000,60276828.0,672.01,669.71
260310,2023,5330,35555612.0,667.31,667.24
260320,2023,5769,40474382.0,701.72,701.58
260330,2023,1903,12984682.0,682.31,682.31
260340,2023,1798,12104704.0,673.41,673.33
260345,2023,21243,141375611.0,665.52,665.47
260350,2023,5469,36057792.0,659.45,659.4
260360,2023,1694,11580902.0,684.03,683.58
260370,2023,4560,31227993.0,684.94,684.8
260380,2023,3789,26139713.0,689.84,689.8
260390,2023,3014,20343310.0,676.53,674.99
260392,2023,3893,27443847.0,705.22,704.9
260400,2023,17500,113801378.0,650.35,650.34
260410,2023,49436,336036574.0,679.98,679.7
260415,2023,3917,26175794.0,668.32,668.28
260420,2023,10806,71966039.0,666.35,666.3
260430,2023,1930,13344294.0,691.57,691.43
260440,2023,3520,23544081.0,668.91,668.87
260450,2023,4838,32568479.0,673.28,673.28
260460,2023,4067,27729089.0,681.86,681.81
260470,2023,4184,28642304.0,684.94,684.65
260480,2023,2703,18224681.0,674.28,674.23
260490,2023,4965,32191103.0,648.38,648.38
260500,2023,4585,30966518.0,675.47,675.38
260510,2023,9525,63431172.0,666.48,666.03
260515,2023,3171,20947735.0,660.71,660.53
260520,2023,12002,79290849.0,660.72,660.65
260530,2023,8645,59059660.0,683.18,683.18
260540,2023,7273,47654016.0,655.31,655.3
260545,2023,44,301163.0,682.78,679.43
260550,2023,2035,13630105.0,670.02,669.75
260560,2023,4458,29877845.0,670.58,670.27
260570,2023,7915,52810878.0,670.06,667.31
260580,2023,4703,30540417.0,649.52,649.46
260590,2023,6189,41186048.0,665.84,665.74
260600,2023,26208,174819036.0,667.42,667.14
260610,2023,6082,41134606.0,676.44,676.31
260620,2023,17462,115920480.0,665.26,663.95
260630,2023,1812,12412205.0,685.81,685.22
260640,2023,20831,135811339.0,652.18,652.01
260650,2023,4516,31256180.0,692.55,692.41
260660,2023,6506,42833041.0,674.17,658.46
260670,2023,1668,11223007.0,672.99,672.99
260680,2023,21944,146319528.0,666.89,666.84
260690,2023,2580,17280160.0,670.03,669.77
260700,2023,7582,52100902.0,687.21,687.12
260710,2023,982,6647682.0,677.18,677.11
260720,2023,21884,146796715.0,671.24,670.96
260730,2023,7006,49202416.0,702.34,702.34
260740,2023,1010,6701608.0,678.97,663.22
260750,2023,6315,43187863.0,683.98,683.86
260760,2023,5936,39357404.0,665.04,663.03
260765,2023,6506,44702006.0,687.24,687.1
260770,2023,3033,20204709.0,666.28,666.18
260775,2023,5099,34301109.0,672.93,672.68
260780,2023,2576,17483441.0,679.46,678.6
260790,2023,102480,678733206.0,662.54,662.35
260795,2023,2922,19543255.0,669.13,669.13
260800,2023,5479,35908626.0,656.03,655.58
260805,2023,2989,20200184.0,685.25,675.87
260810,2023,5495,36369680.0,662.02,661.97
260820,2023,3980,26937882.0,676.99,676.96
260825,2023,2299,15718590.0,683.98,683.65
260830,2023,3103,21559237.0,695.01,694.74
260840,2023,4153,27690920.0,667.75,666.81
260845,2023,3570,23805841.0,666.97,666.89
260850,2023,3280,21989413.0,670.54,670.5
260860,2023,2644,17821636.0,674.08,674.08
260870,2023,3807,25303332.0,664.65,664.65
260875,2023,5798,38493879.0,673.41,663.91
260880,2023,9398,63336836.0,674.44,674.01
260890,2023,9675,63437769.0,656.23,655.64
260900,2023,3799,25690834.0,676.83,676.24
260910,2023,2790,19127291.0,685.7,685.7
260915,2023,5343,36507873.0,683.42,683.37
260920,2023,2825,18933339.0,670.13,670.13
260930,2023,3346,23341482.0,698.07,697.61
260940,2023,11955,79396817.0,664.12,664.12
260950,2023,4986,33233496.0,666.79,666.6
260960,2023,63490,417189553.0,657.37,657.22
260970,2023,4184,28133880.0,672.5,672.45
260980,2023,4230,28805870.0,687.03,681.0
260990,2023,12754,87960927.0,690.28,689.98
261000,2023,13058,86874340.0,665.71,665.5
261010,2023,1822,12402294.0,681.16,680.87
261020,2023,5579,37625232.0,674.44,674.38
261030,2023,3288,22268654.0,677.53,677.4
261040,2023,4104,27703741.0,680.71,675.18
261050,2023,6735,44413431.0,659.5,659.48
261060,2023,12186,82261229.0,675.07,675.05
261070,2023,48833,323709576.0,663.1,662.97
261080,2023,6465,43737162.0,677.15,676.69
261090,2023,17201,113312397.0,658.78,658.75
261100,2023,6955,47496853.0,687.71,682.87
261110,2023,50858,345099444.0,680.59,678.54
261120,2023,3356,22250779.0,663.14,663.06
261130,2023,6391,42903538.0,671.65,671.62
261140,2023,2918,19557037.0,670.21,670.16
261150,2023,4636,31175657.0,672.64,672.58
261153,2023,1317,8925860.0,678.21,677.6
261160,2023,145850,980990501.0,672.86,672.54
261170,2023,6657,43406696.0,652.41,652.19
261180,2023,7259,48703658.0,670.9,670.88
261190,2023,4146,28620151.0,690.34,690.29
261200,2023,2838,18510852.0,652.38,652.33
261210,2023,1464,9797881.0,669.41,669.19
261220,2023,10622,71589394.0,674.78,674.06
261230,2023,3058,21111679.0,690.33,690.33
261240,2023,5488,36560866.0,667.04,666.33
261245,2023,3034,20494839.0,677.86,675.52
261247,2023,2173,15076820.0,693.94,693.65
261250,2023,22596,149829256.0,663.68,663.19
261255,2023,2908,19612644.0,674.57,674.52
261260,2023,14601,96884966.0,680.61,664.13
261270,2023,4470,29446898.0,658.92,658.92
261280,2023,2141,14477159.0,676.7,676.26
261290,2023,2336,16007734.0,685.05,685.02
261300,2023,11131,75299626.0,677.47,676.44
261310,2023,7887,53164522.0,674.18,674.09
261320,2023,5063,34349970.0,679.08,678.48
261330,2023,5863,39073141.0,666.71,666.6
261340,2023,4899,33193033.0,682.73,677.59
261350,2023,6655,45114057.0,687.66,677.83
261360,2023,6911,45571766.0,659.63,659.46
261370,2023,18484,123656100.0,669.0,668.95
261380,2023,3449,23470512.0,681.08,680.55
261390,2023,12705,86461514.0,682.59,680.45
261400,2023,3968,27206342.0,686.7,685.9
261410,2023,7677,51136626.0,666.54,666.24
261420,2023,6832,47814285.0,701.18,699.55
261430,2023,3819,25475850.0,667.13,667.13
261440,2023,966,6749905.0,699.13,699.13
261450,2023,11946,79738516.0,667.67,667.49
261460,2023,6236,42122340.0,675.49,675.41
261470,2023,3008,20189225.0,671.08,671.08
261480,2023,4526,31101935.0,687.86,687.27
261485,2023,4468,30888349.0,691.48,691.24
261500,2023,4878,33183524.0,680.46,680.36
261510,2023,1426,10078045.0,706.72,706.72
261520,2023,1857,12554820.0,676.33,676.15
261530,2023,8145,54355519.0,667.37,667.31
261540,2023,6646,46631451.0,702.08,701.85
261550,2023,2838,19098722.0,672.9,672.81
261560,2023,8101,55581218.0,686.57,686.14
261570,2023,2410,16224023.0,673.83,673.03
261580,2023,6206,42330522.0,682.18,682.19
261590,2023,2037,13627948.0,669.34,669.08
261600,2023,5000,33080522.0,664.06,662.13
261610,2023,1482,10172383.0,686.58,686.49
261618,2023,2400,15685401.0,653.92,653.75
261620,2023,3996,27164798.0,680.03,679.8
261630,2023,3886,26375220.0,678.68,678.67
261640,2023,28458,186783269.0,656.42,656.41
261650,2023,3404,22983607.0,675.18,675.1
270010,2023,3310,23766366.0,718.11,717.95
270020,2023,3511,23496859.0,669.29,669.29
270030,2023,28023,194935285.0,695.78,695.42
270040,2023,7705,53491566.0,694.8,694.3
270050,2023,4258,29064686.0,690.24,682.63
270060,2023,1633,11263396.0,690.39,689.58
270070,2023,4620,31610470.0,684.67,684.24
270080,2023,997,6906104.0,693.14,692.93
270090,2023,1634,10411577.0,697.7,637.11
270100,2023,5777,38703046.0,670.16,670.07
270110,2023,2290,16138964.0,705.15,705.15
270120,2023,2035,13948554.0,685.52,685.52
270130,2023,3952,27804366.0,703.54,703.43
270135,2023,1619,11178413.0,690.32,690.32
270140,2023,5928,40277374.0,679.92,679.4
270150,2023,2961,20348467.0,688.46,687.51
270160,2023,4247,29943944.0,705.27,705.17
270170,2023,2342,16269959.0,694.94,694.64
270180,2023,2121,15321077.0,722.3,722.3
270190,2023,2208,15044993.0,681.67,681.64
270200,2023,1989,13978751.0,703.06,702.64
270210,2023,4875,33737706.0,692.16,692.16
270220,2023,1168,8011989.0,686.21,686.21
270230,2023,7919,54912452.0,701.5,693.27
270235,2023,5049,35363580.0,700.83,700.38
270240,2023,8887,61364757.0,691.99,690.43
270250,2023,2651,17684258.0,667.39,667.31
270255,2023,3187,21739260.0,682.09,682.02
270260,2023,4798,33122624.0,690.46,690.29
270270,2023,733,4907910.0,705.42,669.13
270280,2023,2472,17392324.0,703.62,703.5
270290,2023,7348,52050779.0,708.54,708.3
270300,2023,2852,20134549.0,706.12,706.09
270310,2023,5326,36294529.0,682.4,681.58
270320,2023,4004,24608600.0,674.84,614.11
270330,2023,3748,27163305.0,724.88,724.68
270340,2023,1326,9216055.0,695.3,695.19
270350,2023,1251,8441940.0,674.68,674.57
270360,2023,2856,19366683.0,683.74,678.14
270370,2023,1144,7739262.0,708.22,676.63
270375,2023,3227,21312337.0,665.02,660.35
270380,2023,4369,30636935.0,701.26,701.14
270390,2023,877,6315385.0,719.98,719.98
270400,2023,4705,31867161.0,677.52,677.32
270410,2023,4281,29381934.0,686.47,686.21
270420,2023,6099,41380562.0,678.56,678.45
270430,2023,107226,727448980.0,678.79,678.31
270440,2023,3930,26820240.0,682.42,682.42
270450,2023,6843,47309621.0,697.83,691.6
270460,2023,2944,19860830.0,674.9,674.49
270470,2023,9600,66598512.0,694.17,693.72
270480,2023,2394,16329015.0,682.64,682.12
270490,2023,709,4798028.0,676.67,676.67
270500,2023,4218,29717939.0,704.53,704.53
270510,2023,4826,33541805.0,695.45,695.29
270520,2023,2381,16946161.0,711.63,711.63
270530,2023,971,6740406.0,694.07,693.94
270540,2023,1804,12601063.0,699.22,698.69
270550,2023,4475,32059731.0,716.4,716.33
270560,2023,2312,15816537.0,683.96,683.96
270570,2023,4487,30620101.0,682.87,682.72
270580,2023,2082,14644180.0,704.34,703.37
270590,2023,1323,9315959.0,712.62,704.4
270600,2023,2544,17881195.0,703.33,702.84
270610,2023,2986,20082949.0,673.05,672.4
270620,2023,1061,7449538.0,703.75,702.38
270630,2023,15410,103712857.0,673.53,673.33
270640,2023,4480,30146043.0,687.39,672.89
270642,2023,2093,14804181.0,707.41,707.37
270644,2023,3003,20802304.0,693.81,693.12
270650,2023,3074,20842876.0,683.35,678.19
270660,2023,1521,10358384.0,681.18,681.18
270670,2023,14531,95084565.0,666.21,654.7
270680,2023,5376,30209507.0,669.51,565.36
270690,2023,7830,53831996.0,687.65,687.53
270700,2023,440,3062387.0,696.31,695.54
270710,2023,4717,33271276.0,712.63,705.18
270720,2023,3193,22161140.0,694.52,694.07
270730,2023,5614,38664755.0,688.99,688.79
270740,2023,1814,12494584.0,693.3,688.7
270750,2023,4999,30340739.0,680.6,607.59
270760,2023,2593,18077449.0,697.15,697.09
270770,2023,15126,104967053.0,694.09,694.02
270780,2023,1844,12816009.0,695.61,695.16
270790,2023,1312,9239259.0,704.51,704.51
270800,2023,9973,67700003.0,679.0,678.88
270810,2023,2412,16770673.0,695.28,695.28
270820,2023,1281,7034172.0,682.11,549.25
270830,2023,3754,26384445.0,703.1,702.9
270840,2023,6902,48772572.0,706.76,706.64
270850,2023,6966,48302213.0,693.89,693.65
270860,2023,10394,70405806.0,677.51,677.42
270870,2023,1512,10343481.0,692.47,683.84
270880,2023,6576,45361267.0,690.6,689.78
270890,2023,2340,16007767.0,684.45,684.13
270895,2023,3415,23687204.0,693.96,693.92
270900,2023,1114,7551388.0,677.67,677.44
270910,2023,3719,25525552.0,686.32,686.27
270915,2023,6527,44564351.0,683.5,682.73
270920,2023,5191,34982808.0,695.78,674.04
270930,2023,11863,81951400.0,690.88,690.85
270940,2023,4602,32295319.0,702.05,702.02
280010,2023,370,1798890.0,668.14,487.67
280020,2023,3869,26107613.0,676.66,675.55
280030,2023,62664,415924860.0,668.36,663.74
280040,2023,2456,16502742.0,672.54,671.83
280050,2023,2746,18819797.0,685.58,685.18
280060,2023,5131,34010378.0,680.24,662.65
280067,2023,5229,34687045.0,663.43,663.33
280070,2023,1505,7599873.0,686.06,504.04
280100,2023,2947,19812394.0,672.54,672.32
280110,2023,1385,8829778.0,671.44,637.88
280120,2023,6167,42724919.0,700.81,692.68
280130,2023,6263,42831340.0,684.76,684.06
280140,2023,4694,31154078.0,663.91,663.7
280150,2023,2691,17968296.0,676.95,667.69
280160,2023,979,5868812.0,652.06,599.72
280170,2023,4557,30852505.0,678.57,678.18
280190,2023,1344,8664739.0,646.2,645.16
280200,2023,830,5697138.0,688.1,686.36
280210,2023,12388,82407996.0,673.98,665.24
280220,2023,1299,8852781.0,682.42,681.54
280230,2023,2673,18094680.0,677.13,676.98
280240,2023,2812,17346391.0,666.67,617.14
280250,2023,702,4461732.0,657.46,635.37
280260,2023,2098,13753295.0,662.23,655.64
280270,2023,2188,11582559.0,678.55,528.8
280280,2023,2972,19705215.0,707.77,662.73
280290,2023,14805,99261135.0,670.87,670.61
280300,2023,10565,71604736.0,678.01,677.94
280310,2023,1000,6719261.0,676.78,672.0
280320,2023,6813,46118244.0,682.55,676.97
280330,2023,3095,20232253.0,667.78,653.74
280340,2023,3858,25709124.0,669.78,666.51
280350,2023,24922,162997547.0,654.49,654.18
280360,2023,3964,25897342.0,682.25,653.16
280370,2023,1708,11197603.0,655.88,655.73
280380,2023,742,5134248.0,692.97,692.13
280390,2023,2947,19680225.0,669.67,669.2
280400,2023,3004,19195120.0,675.08,639.45
280410,2023,2009,13333175.0,663.52,663.52
280420,2023,4033,27626537.0,685.98,684.98
280430,2023,1945,12975527.0,667.49,667.08
280440,2023,3650,23014983.0,673.4,630.79
280445,2023,1907,12540007.0,657.91,657.7
280450,2023,6775,45659231.0,674.9,673.74
280460,2023,5938,39006724.0,657.61,657.03
280470,2023,1207,7562433.0,668.84,626.71
280480,2023,35512,235630237.0,670.34,663.54
280490,2023,2549,13953589.0,673.06,548.15
280500,2023,764,5173079.0,677.54,677.02
280510,2023,3155,20575825.0,652.17,652.17
280520,2023,1449,9616317.0,663.84,663.74
280530,2023,1733,10131353.0,673.32,584.6
280540,2023,7436,50769251.0,696.32,682.63
280550,2023,5362,35324696.0,659.11,658.95
280560,2023,7004,43582325.0,677.14,623.17
280570,2023,5148,33963481.0,670.27,659.83
280580,2023,4957,32890480.0,663.65,663.57
280590,2023,1851,12496993.0,678.82,675.16
280600,2023,3365,22114953.0,657.65,657.36
280610,2023,2204,14878767.0,677.57,675.03
280620,2023,4480,30140815.0,673.21,672.81
280630,2023,3293,21597930.0,678.76,655.71
280640,2023,2026,11623541.0,681.66,573.0
280650,2023,779,5276852.0,677.01,677.01
280660,2023,2882,18209559.0,664.0,632.38
280670,2023,13715,89588832.0,670.16,653.21
280680,2023,2017,13538176.0,672.22,671.38
280690,2023,790,5251691.0,668.8,665.1
280700,2023,960,6371942.0,664.19,664.06
280710,2023,11500,76209162.0,662.9,662.7
280720,2023,1728,11854860.0,687.34,686.64
280730,2023,742,4729655.0,676.56,637.48
280740,2023,13703,89023861.0,649.89,649.72
280750,2023,2538,17268569.0,680.42,680.37
280760,2023,5339,36484036.0,683.72,683.36
290010,2023,1976,12693378.0,642.52,642.52
290020,2023,5020,33744352.0,677.84,673.25
290030,2023,3371,22754062.0,675.2,675.2
290035,2023,3968,25855925.0,653.18,651.95
290040,2023,4745,30998726.0,653.32,653.28
290050,2023,1516,10166514.0,671.65,670.85
290060,2023,961,6401215.0,665.97,665.97
290070,2023,29855,195538554.0,655.13,655.03
290080,2023,5065,33935385.0,684.9,670.1
290090,2023,1577,10316857.0,654.58,654.58
290100,2023,5695,37835548.0,664.58,664.39
290110,2023,3711,24366722.0,657.32,656.64
290115,2023,3246,22439247.0,692.24,691.22
290120,2023,5267,34690519.0,658.62,658.62
290130,2023,2852,19497550.0,683.63,683.59
290135,2023,3285,21513514.0,656.15,655.08
290140,2023,3092,21128916.0,687.81,683.49
290150,2023,2484,16169470.0,651.21,651.15
290160,2023,3114,20346011.0,653.52,653.43
290170,2023,3060,20622687.0,674.26,674.12
290180,2023,2400,16489657.0,687.28,687.05
